catalog,well,plate,letter,number,primer_f,primer_r,thermocycler,band,date,flag,notes,primers,evaporated,
23S735,A2,CDFA_P1,A,2,LCO,HCO,#6,n,2/5/2024,,,,,
23S594,B2,CDFA_P1,B,2,LCO,HCO,#6,n,2/5/2024,,,,,
23S683,C2,CDFA_P1,C,2,LCO,HCO,#6,n,2/5/2024,,,,,
23S688,D2,CDFA_P1,D,2,LCO,HCO,#6,n,2/5/2024,,,,,
23S767,E2,CDFA_P1,E,2,LCO,HCO,#6,n,2/5/2024,,,,,
23S780,F2,CDFA_P1,F,2,LCO,HCO,#6,n,2/5/2024,,,,,
23S787,G2,CDFA_P1,G,2,LCO,HCO,#6,n,2/5/2024,,,,,
23S796,H2,CDFA_P1,H,2,LCO,HCO,#6,n,2/5/2024,,,,,
23S737,A3,CDFA_P1,A,3,LCO,HCO,#6,n,2/5/2024,,,,,
23S458,B3,CDFA_P1,B,3,LCO,HCO,#6,n,2/5/2024,,,,,
23S471,C3,CDFA_P1,C,3,LCO,HCO,#6,n,2/5/2024,,,,,
23S758,D3,CDFA_P1,D,3,LCO,HCO,#6,n,2/5/2024,,,,,
23S766,E3,CDFA_P1,E,3,LCO,HCO,#6,n,2/5/2024,,,,,
23S781,F3,CDFA_P1,F,3,LCO,HCO,#6,n,2/5/2024,,,,,
23S788,G3,CDFA_P1,G,3,LCO,HCO,#6,n,2/5/2024,,,,,
23S797,H3,CDFA_P1,H,3,LCO,HCO,#6,n,2/5/2024,,,,,
23S738,A4,CDFA_P1,A,4,LCO,HCO,#6,n,2/5/2024,,,,,
23S476,B4,CDFA_P1,B,4,LCO,HCO,#6,n,2/5/2024,,,,,
23S472,C4,CDFA_P1,C,4,LCO,HCO,#6,n,2/5/2024,,,,,
23S759,D4,CDFA_P1,D,4,LCO,HCO,#6,n,2/5/2024,,,,,
23S768,E4,CDFA_P1,E,4,LCO,HCO,#6,n,2/5/2024,,,,,
23S783,F4,CDFA_P1,F,4,LCO,HCO,#6,n,2/5/2024,,,,,
23S789,G4,CDFA_P1,G,4,LCO,HCO,#6,n,2/5/2024,,,,,
23S798,H4,CDFA_P1,H,4,LCO,HCO,#6,n,2/5/2024,,,,,
23S739,A5,CDFA_P1,A,5,LCO,HCO,#6,n,2/5/2024,,,,,
23S477,B5,CDFA_P1,B,5,LCO,HCO,#6,n,2/5/2024,,,,,
23S484,C5,CDFA_P1,C,5,LCO,HCO,#6,n,2/5/2024,,,,,
23S474,D5,CDFA_P1,D,5,LCO,HCO,#6,n,2/5/2024,,,,,
23S769,E5,CDFA_P1,E,5,LCO,HCO,#6,n,2/5/2024,,,,,
23S782,F5,CDFA_P1,F,5,LCO,HCO,#6,n,2/5/2024,,,,,
23S790,G5,CDFA_P1,G,5,LCO,HCO,#6,n,2/5/2024,,,,,
23S805,H5,CDFA_P1,H,5,LCO,HCO,#6,n,2/5/2024,,,,,
23S740,A6,CDFA_P1,A,6,LCO,HCO,#6,n,2/5/2024,,,,,
23S463,B6,CDFA_P1,B,6,LCO,HCO,#6,n,2/5/2024,,,,,
23S529,C6,CDFA_P1,C,6,LCO,HCO,#6,n,2/5/2024,,,,,
23S760,D6,CDFA_P1,D,6,LCO,HCO,#6,n,2/5/2024,,,,,
23S770,E6,CDFA_P1,E,6,LCO,HCO,#6,n,2/5/2024,,,,,
23S531,F6,CDFA_P1,F,6,LCO,HCO,#6,n,2/5/2024,,,,,
23S791,G6,CDFA_P1,G,6,LCO,HCO,#6,n,2/5/2024,,,,,
23S806,H6,CDFA_P1,H,6,LCO,HCO,#6,n,2/5/2024,,,,,
23S741,A7,CDFA_P1,A,7,LCO,HCO,#6,n,2/5/2024,,,,,
23S466,B7,CDFA_P1,B,7,LCO,HCO,#6,n,2/5/2024,,,,,
23S681,C7,CDFA_P1,C,7,LCO,HCO,#6,n,2/5/2024,,,,,
23S761,D7,CDFA_P1,D,7,LCO,HCO,#6,n,2/5/2024,,,,,
23S771,E7,CDFA_P1,E,7,LCO,HCO,#6,n,2/5/2024,,,,,
23S785,F7,CDFA_P1,F,7,LCO,HCO,#6,n,2/5/2024,,,,,
23S792,G7,CDFA_P1,G,7,LCO,HCO,#6,n,2/5/2024,,,,,
23S807,H7,CDFA_P1,H,7,LCO,HCO,#6,n,2/5/2024,,,,,
23S742,A8,CDFA_P1,A,8,LCO,HCO,#6,n,2/5/2024,,,,,
23S755,B8,CDFA_P1,B,8,LCO,HCO,#6,n,2/5/2024,,,,,
23S682,C8,CDFA_P1,C,8,LCO,HCO,#6,n,2/5/2024,,,,,
23S468,D8,CDFA_P1,D,8,LCO,HCO,#6,n,2/5/2024,,,,,
23S777,E8,CDFA_P1,E,8,LCO,HCO,#6,n,2/5/2024,,,,,
23S784,F8,CDFA_P1,F,8,LCO,HCO,#6,n,2/5/2024,,,,,
23S793,G8,CDFA_P1,G,8,LCO,HCO,#6,n,2/5/2024,,,,,
23S808,H8,CDFA_P1,H,8,LCO,HCO,#6,n,2/5/2024,,,,,
23S652,A9,CDFA_P1,A,9,LCO,HCO,#6,n,2/5/2024,,,,,
23S470,B9,CDFA_P1,B,9,LCO,HCO,#6,n,2/5/2024,,,,,
23S686,C9,CDFA_P1,C,9,LCO,HCO,#6,n,2/5/2024,,,,,
23S764,D9,CDFA_P1,D,9,LCO,HCO,#6,n,2/5/2024,,,,,
23S778,E9,CDFA_P1,E,9,LCO,HCO,#6,n,2/5/2024,,,,,
23S469,F9,CDFA_P1,F,9,LCO,HCO,#6,n,2/5/2024,,,,,
23S794,G9,CDFA_P1,G,9,LCO,HCO,#6,n,2/5/2024,,,,,
23S809,H9,CDFA_P1,H,9,LCO,HCO,#6,n,2/5/2024,,,,,
23S812,A10,CDFA_P1,A,10,LCO,HCO,#6,n,2/5/2024,,,,,
23S815,B10,CDFA_P1,B,10,LCO,HCO,#6,n,2/5/2024,,,,,
23S817,C10,CDFA_P1,C,10,LCO,HCO,#6,n,2/5/2024,,,,,
23S820,D10,CDFA_P1,D,10,LCO,HCO,#6,n,2/5/2024,,,,,
23S828,E10,CDFA_P1,E,10,LCO,HCO,#6,n,2/5/2024,,,,,
23S834,F10,CDFA_P1,F,10,LCO,HCO,#6,n,2/5/2024,,,,,
23S824,G10,CDFA_P1,G,10,LCO,HCO,#6,n,2/5/2024,,,,,
23S837,H10,CDFA_P1,H,10,LCO,HCO,#6,n,2/5/2024,,,,,
23S811,A11,CDFA_P1,A,11,LCO,HCO,#6,n,2/5/2024,,,,,
23S814,B11,CDFA_P1,B,11,LCO,HCO,#6,n,2/5/2024,,,,,
23S818,C11,CDFA_P1,C,11,LCO,HCO,#6,n,2/5/2024,,,,,
23S821,D11,CDFA_P1,D,11,LCO,HCO,#6,n,2/5/2024,,,,,
23S825,E11,CDFA_P1,E,11,LCO,HCO,#6,n,2/5/2024,,,,,
23S835,F11,CDFA_P1,F,11,LCO,HCO,#6,n,2/5/2024,,,,,
23S826,G11,CDFA_P1,G,11,LCO,HCO,#6,n,2/5/2024,,,,,
23S845,H11,CDFA_P1,H,11,LCO,HCO,#6,n,2/5/2024,,,,,
23S813,A12,CDFA_P1,A,12,LCO,HCO,#6,n,2/5/2024,,,,,
23S816,B12,CDFA_P1,B,12,LCO,HCO,#6,n,2/5/2024,,,,,
23S819,C12,CDFA_P1,C,12,LCO,HCO,#6,n,2/5/2024,,,,,
23S822,D12,CDFA_P1,D,12,LCO,HCO,#6,n,2/5/2024,,,,,
23S829,E12,CDFA_P1,E,12,LCO,HCO,#6,n,2/5/2024,,,,,
23S836,F12,CDFA_P1,F,12,LCO,HCO,#6,n,2/5/2024,,,,,
23S827,G12,CDFA_P1,G,12,LCO,HCO,#6,n,2/5/2024,,,,,
23S846,H12,CDFA_P1,H,12,LCO,HCO,#6,n,2/5/2024,,,,,
22Q504,A1,CDFA_P2,A,1,LCO,CFMRb,#4,y,1/8/2024,,,,,
23S921,B1,CDFA_P2,B,1,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T160,C1,CDFA_P2,C,1,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T172,D1,CDFA_P2,D,1,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T184,E1,CDFA_P2,E,1,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T198,F1,CDFA_P2,F,1,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T210,G1,CDFA_P2,G,1,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T224,H1,CDFA_P2,H,1,LCO,CFMRb,#4,y,1/8/2024,,,,,
23S532,A2,CDFA_P2,A,2,LCO,CFMRb,#4,y,1/8/2024,,,,,
23S922,B2,CDFA_P2,B,2,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T161,C2,CDFA_P2,C,2,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T173,D2,CDFA_P2,D,2,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T185,E2,CDFA_P2,E,2,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T199,F2,CDFA_P2,F,2,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T211,G2,CDFA_P2,G,2,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T225,H2,CDFA_P2,H,2,LCO,CFMRb,#4,y,1/8/2024,,,,,
23S736,A3,CDFA_P2,A,3,LCO,CFMRb,#4,y,1/8/2024,,,,,
23S976,B3,CDFA_P2,B,3,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T162,C3,CDFA_P2,C,3,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T174,D3,CDFA_P2,D,3,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T186,E3,CDFA_P2,E,3,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T200,F3,CDFA_P2,F,3,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T212,G3,CDFA_P2,G,3,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T226,H3,CDFA_P2,H,3,LCO,CFMRb,#4,y,1/8/2024,,,,,
23S854,A4,CDFA_P2,A,4,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T151,B4,CDFA_P2,B,4,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T163,C4,CDFA_P2,C,4,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T175,D4,CDFA_P2,D,4,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T187,E4,CDFA_P2,E,4,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T201,F4,CDFA_P2,F,4,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T213,G4,CDFA_P2,G,4,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T227,H4,CDFA_P2,H,4,LCO,CFMRb,#4,y,1/8/2024,,,,,
23S884,A5,CDFA_P2,A,5,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T152,B5,CDFA_P2,B,5,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T164,C5,CDFA_P2,C,5,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T176,D5,CDFA_P2,D,5,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T189,E5,CDFA_P2,E,5,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T202,F5,CDFA_P2,F,5,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T214,G5,CDFA_P2,G,5,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T228,H5,CDFA_P2,H,5,LCO,CFMRb,#4,n,1/8/2024,,,,,
23S885,A6,CDFA_P2,A,6,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T153,B6,CDFA_P2,B,6,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T165,C6,CDFA_P2,C,6,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T177,D6,CDFA_P2,D,6,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T191,E6,CDFA_P2,E,6,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T203,F6,CDFA_P2,F,6,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T215,G6,CDFA_P2,G,6,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T229,H6,CDFA_P2,H,6,LCO,CFMRb,#4,y,1/8/2024,,,,,
23S886,A7,CDFA_P2,A,7,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T154,B7,CDFA_P2,B,7,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T166,C7,CDFA_P2,C,7,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T178,D7,CDFA_P2,D,7,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T192,E7,CDFA_P2,E,7,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T204,F7,CDFA_P2,F,7,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T216,G7,CDFA_P2,G,7,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T230,H7,CDFA_P2,H,7,LCO,CFMRb,#4,y,1/8/2024,,,,,
23S887,A8,CDFA_P2,A,8,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T155,B8,CDFA_P2,B,8,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T167,C8,CDFA_P2,C,8,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T179,D8,CDFA_P2,D,8,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T193,E8,CDFA_P2,E,8,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T205,F8,CDFA_P2,F,8,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T217,G8,CDFA_P2,G,8,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T231,H8,CDFA_P2,H,8,LCO,CFMRb,#4,n,1/8/2024,,,,,
23S917,A9,CDFA_P2,A,9,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T156,B9,CDFA_P2,B,9,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T168,C9,CDFA_P2,C,9,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T180,D9,CDFA_P2,D,9,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T194,E9,CDFA_P2,E,9,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T206,F9,CDFA_P2,F,9,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T218,G9,CDFA_P2,G,9,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T232,H9,CDFA_P2,H,9,LCO,CFMRb,#4,y,1/8/2024,,,,,
23S918,A10,CDFA_P2,A,10,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T157,B10,CDFA_P2,B,10,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T169,C10,CDFA_P2,C,10,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T181,D10,CDFA_P2,D,10,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T195,E10,CDFA_P2,E,10,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T207,F10,CDFA_P2,F,10,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T219,G10,CDFA_P2,G,10,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T233,H10,CDFA_P2,H,10,LCO,CFMRb,#4,n,1/8/2024,,,,,
23S919,A11,CDFA_P2,A,11,LCO,CFMRb,#4,n,1/8/2024,,,,,
23T158,B11,CDFA_P2,B,11,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T170,C11,CDFA_P2,C,11,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T182,D11,CDFA_P2,D,11,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T196,E11,CDFA_P2,E,11,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T208,F11,CDFA_P2,F,11,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T220,G11,CDFA_P2,G,11,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T234,H11,CDFA_P2,H,11,LCO,CFMRb,#4,y,1/8/2024,,,,,
23S920,A12,CDFA_P2,A,12,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T159,B12,CDFA_P2,B,12,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T171,C12,CDFA_P2,C,12,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T183,D12,CDFA_P2,D,12,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T197,E12,CDFA_P2,E,12,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T209,F12,CDFA_P2,F,12,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T221,G12,CDFA_P2,G,12,LCO,CFMRb,#4,y,1/8/2024,,,,,
23T235,H12,CDFA_P2,H,12,LCO,CFMRb,#4,n,1/8/2024,,,,,
22Q504,A1,CDFA_P2,A,1,LCO,HCO,#4,n,1/8/2024,,,,,
23S921,B1,CDFA_P2,B,1,LCO,HCO,#4,n,1/8/2024,,,,,
23T160,C1,CDFA_P2,C,1,LCO,HCO,#4,n,1/8/2024,,,,,
23T172,D1,CDFA_P2,D,1,LCO,HCO,#4,n,1/8/2024,,,,,
23T184,E1,CDFA_P2,E,1,LCO,HCO,#4,n,1/8/2024,,,,,
23T198,F1,CDFA_P2,F,1,LCO,HCO,#4,n,1/8/2024,,,,,
23T210,G1,CDFA_P2,G,1,LCO,HCO,#4,n,1/8/2024,,,,,
23T224,H1,CDFA_P2,H,1,LCO,HCO,#4,n,1/8/2024,,,,,
23S532,A2,CDFA_P2,A,2,LCO,HCO,#4,n,1/8/2024,,,,,
23S922,B2,CDFA_P2,B,2,LCO,HCO,#4,n,1/8/2024,,,,,
23T161,C2,CDFA_P2,C,2,LCO,HCO,#4,n,1/8/2024,,,,,
23T173,D2,CDFA_P2,D,2,LCO,HCO,#4,n,1/8/2024,,,,,
23T185,E2,CDFA_P2,E,2,LCO,HCO,#4,n,1/8/2024,,,,,
23T199,F2,CDFA_P2,F,2,LCO,HCO,#4,n,1/8/2024,,,,,
23T211,G2,CDFA_P2,G,2,LCO,HCO,#4,n,1/8/2024,,,,,
23T225,H2,CDFA_P2,H,2,LCO,HCO,#4,n,1/8/2024,,,,,
23S736,A3,CDFA_P2,A,3,LCO,HCO,#4,n,1/8/2024,,,,,
23S976,B3,CDFA_P2,B,3,LCO,HCO,#4,n,1/8/2024,,,,,
23T162,C3,CDFA_P2,C,3,LCO,HCO,#4,n,1/8/2024,,,,,
23T174,D3,CDFA_P2,D,3,LCO,HCO,#4,n,1/8/2024,,,,,
23T186,E3,CDFA_P2,E,3,LCO,HCO,#4,n,1/8/2024,,,,,
23T200,F3,CDFA_P2,F,3,LCO,HCO,#4,n,1/8/2024,,,,,
23T212,G3,CDFA_P2,G,3,LCO,HCO,#4,n,1/8/2024,,,,,
23T226,H3,CDFA_P2,H,3,LCO,HCO,#4,n,1/8/2024,,,,,
23S854,A4,CDFA_P2,A,4,LCO,HCO,#4,n,1/8/2024,,,,,
23T151,B4,CDFA_P2,B,4,LCO,HCO,#4,n,1/8/2024,,,,,
23T163,C4,CDFA_P2,C,4,LCO,HCO,#4,n,1/8/2024,,,,,
23T175,D4,CDFA_P2,D,4,LCO,HCO,#4,n,1/8/2024,,,,,
23T187,E4,CDFA_P2,E,4,LCO,HCO,#4,n,1/8/2024,,,,,
23T201,F4,CDFA_P2,F,4,LCO,HCO,#4,n,1/8/2024,,,,,
23T213,G4,CDFA_P2,G,4,LCO,HCO,#4,n,1/8/2024,,,,,
23T227,H4,CDFA_P2,H,4,LCO,HCO,#4,n,1/8/2024,,,,,
23S884,A5,CDFA_P2,A,5,LCO,HCO,#4,n,1/8/2024,,,,,
23T152,B5,CDFA_P2,B,5,LCO,HCO,#4,n,1/8/2024,,,,,
23T164,C5,CDFA_P2,C,5,LCO,HCO,#4,n,1/8/2024,,,,,
23T176,D5,CDFA_P2,D,5,LCO,HCO,#4,n,1/8/2024,,,,,
23T189,E5,CDFA_P2,E,5,LCO,HCO,#4,n,1/8/2024,,,,,
23T202,F5,CDFA_P2,F,5,LCO,HCO,#4,n,1/8/2024,,,,,
23T214,G5,CDFA_P2,G,5,LCO,HCO,#4,n,1/8/2024,,,,,
23T228,H5,CDFA_P2,H,5,LCO,HCO,#4,n,1/8/2024,,,,,
23S885,A6,CDFA_P2,A,6,LCO,HCO,#4,n,1/8/2024,,,,,
23T153,B6,CDFA_P2,B,6,LCO,HCO,#4,n,1/8/2024,,,,,
23T165,C6,CDFA_P2,C,6,LCO,HCO,#4,n,1/8/2024,,,,,
23T177,D6,CDFA_P2,D,6,LCO,HCO,#4,n,1/8/2024,,,,,
23T191,E6,CDFA_P2,E,6,LCO,HCO,#4,n,1/8/2024,,,,,
23T203,F6,CDFA_P2,F,6,LCO,HCO,#4,n,1/8/2024,,,,,
23T215,G6,CDFA_P2,G,6,LCO,HCO,#4,n,1/8/2024,,,,,
23T229,H6,CDFA_P2,H,6,LCO,HCO,#4,y,1/8/2024,,,,,
23S886,A7,CDFA_P2,A,7,LCO,HCO,#4,n,1/8/2024,,,,,
23T154,B7,CDFA_P2,B,7,LCO,HCO,#4,n,1/8/2024,,,,,
23T166,C7,CDFA_P2,C,7,LCO,HCO,#4,n,1/8/2024,,,,,
23T178,D7,CDFA_P2,D,7,LCO,HCO,#4,n,1/8/2024,,,,,
23T192,E7,CDFA_P2,E,7,LCO,HCO,#4,n,1/8/2024,,,,,
23T204,F7,CDFA_P2,F,7,LCO,HCO,#4,n,1/8/2024,,,,,
23T216,G7,CDFA_P2,G,7,LCO,HCO,#4,n,1/8/2024,,,,,
23T230,H7,CDFA_P2,H,7,LCO,HCO,#4,y,1/8/2024,,,,,
23S887,A8,CDFA_P2,A,8,LCO,HCO,#4,n,1/8/2024,,,,,
23T155,B8,CDFA_P2,B,8,LCO,HCO,#4,n,1/8/2024,,,,,
23T167,C8,CDFA_P2,C,8,LCO,HCO,#4,n,1/8/2024,,,,,
23T179,D8,CDFA_P2,D,8,LCO,HCO,#4,n,1/8/2024,,,,,
23T193,E8,CDFA_P2,E,8,LCO,HCO,#4,n,1/8/2024,,,,,
23T205,F8,CDFA_P2,F,8,LCO,HCO,#4,y,1/8/2024,,,,,
23T217,G8,CDFA_P2,G,8,LCO,HCO,#4,n,1/8/2024,,,,,
23T231,H8,CDFA_P2,H,8,LCO,HCO,#4,n,1/8/2024,,,,,
23S917,A9,CDFA_P2,A,9,LCO,HCO,#4,n,1/8/2024,,,,,
23T156,B9,CDFA_P2,B,9,LCO,HCO,#4,n,1/8/2024,,,,,
23T168,C9,CDFA_P2,C,9,LCO,HCO,#4,n,1/8/2024,,,,,
23T180,D9,CDFA_P2,D,9,LCO,HCO,#4,n,1/8/2024,,,,,
23T194,E9,CDFA_P2,E,9,LCO,HCO,#4,y,1/8/2024,,,,,
23T206,F9,CDFA_P2,F,9,LCO,HCO,#4,y,1/8/2024,,,,,
23T218,G9,CDFA_P2,G,9,LCO,HCO,#4,n,1/8/2024,,,,,
23T232,H9,CDFA_P2,H,9,LCO,HCO,#4,y,1/8/2024,,,,,
23S918,A10,CDFA_P2,A,10,LCO,HCO,#4,n,1/8/2024,,,,,
23T157,B10,CDFA_P2,B,10,LCO,HCO,#4,n,1/8/2024,,,,,
23T169,C10,CDFA_P2,C,10,LCO,HCO,#4,n,1/8/2024,,,,,
23T181,D10,CDFA_P2,D,10,LCO,HCO,#4,n,1/8/2024,,,,,
23T195,E10,CDFA_P2,E,10,LCO,HCO,#4,n,1/8/2024,,,,,
23T207,F10,CDFA_P2,F,10,LCO,HCO,#4,n,1/8/2024,,,,,
23T219,G10,CDFA_P2,G,10,LCO,HCO,#4,n,1/8/2024,,,,,
23T233,H10,CDFA_P2,H,10,LCO,HCO,#4,n,1/8/2024,,,,,
23S919,A11,CDFA_P2,A,11,LCO,HCO,#4,n,1/8/2024,,,,,
23T158,B11,CDFA_P2,B,11,LCO,HCO,#4,n,1/8/2024,,,,,
23T170,C11,CDFA_P2,C,11,LCO,HCO,#4,n,1/8/2024,,,,,
23T182,D11,CDFA_P2,D,11,LCO,HCO,#4,n,1/8/2024,,,,,
23T196,E11,CDFA_P2,E,11,LCO,HCO,#4,n,1/8/2024,,,,,
23T208,F11,CDFA_P2,F,11,LCO,HCO,#4,n,1/8/2024,,,,,
23T220,G11,CDFA_P2,G,11,LCO,HCO,#4,n,1/8/2024,,,,,
23T234,H11,CDFA_P2,H,11,LCO,HCO,#4,n,1/8/2024,,,,,
23S920,A12,CDFA_P2,A,12,LCO,HCO,#4,n,1/8/2024,,,,,
23T159,B12,CDFA_P2,B,12,LCO,HCO,#4,n,1/8/2024,,,,,
23T171,C12,CDFA_P2,C,12,LCO,HCO,#4,n,1/8/2024,,,,,
23T183,D12,CDFA_P2,D,12,LCO,HCO,#4,n,1/8/2024,,,,,
23T197,E12,CDFA_P2,E,12,LCO,HCO,#4,n,1/8/2024,,,,,
23T209,F12,CDFA_P2,F,12,LCO,HCO,#4,n,1/8/2024,,,,,
23T221,G12,CDFA_P2,G,12,LCO,HCO,#4,n,1/8/2024,,,,,
23T235,H12,CDFA_P2,H,12,LCO,HCO,#4,n,1/8/2024,,,,,
22Q504,A1,CDFA_P2,A,1,LCO,HCO,#4,y,1/10/2024,,,,,
23S854,B1,CDFA_P2,B,1,LCO,HCO,#4,y,1/10/2024,,,,,
23S921,C1,CDFA_P2,C,1,LCO,HCO,#4,y,1/10/2024,,,,,
23T151,D1,CDFA_P2,D,1,LCO,HCO,#4,y,1/10/2024,,,,,
23T160,E1,CDFA_P2,E,1,LCO,HCO,#4,y,1/10/2024,,,,,
23T163,F1,CDFA_P2,F,1,LCO,HCO,#4,y,1/10/2024,,,,,
23T172,G1,CDFA_P2,G,1,LCO,HCO,#4,y,1/10/2024,,,,,
23T175,H1,CDFA_P2,H,1,LCO,HCO,#4,y,1/10/2024,,,,,
23T184,A4,CDFA_P2,A,4,LCO,HCO,#4,y,1/10/2024,,,,,
23T187,B4,CDFA_P2,B,4,LCO,HCO,#4,n,1/10/2024,,,,,
23T198,C4,CDFA_P2,C,4,LCO,HCO,#4,y,1/10/2024,,,,,
23T201,D4,CDFA_P2,D,4,LCO,HCO,#4,n,1/10/2024,,,,,
23T210,E4,CDFA_P2,E,4,LCO,HCO,#4,y,1/10/2024,,,,,
23T213,F4,CDFA_P2,F,4,LCO,HCO,#4,y,1/10/2024,,,,,
23T224,G4,CDFA_P2,G,4,LCO,HCO,#4,y,1/10/2024,,,,,
23T227,H4,CDFA_P2,H,4,LCO,HCO,#4,y,1/10/2024,,,,,
23S736,A3,CDFA_P2,A,3,LCO,CFMRb,,n,1/16/2024,,,,,
23S976,B3,CDFA_P2,B,3,LCO,CFMRb,,n,1/16/2024,,,,,
23T162,C3,CDFA_P2,C,3,LCO,CFMRb,,n,1/16/2024,,,,,
23T174,D3,CDFA_P2,D,3,LCO,CFMRb,,y,1/16/2024,,,,,
23T186,E3,CDFA_P2,E,3,LCO,CFMRb,,y,1/16/2024,,,,,
23T200,F3,CDFA_P2,F,3,LCO,CFMRb,,y,1/16/2024,,,,,
23T212,G3,CDFA_P2,G,3,LCO,CFMRb,,y,1/16/2024,,,,,
23T226,H3,CDFA_P2,H,3,LCO,CFMRb,,y,1/16/2024,,,,,
23S736,A3,CDFA_P2,A,3,LCO,HCO,,n,1/16/2024,,,,,
23S854,A4,CDFA_P2,A,4,LCO,HCO,,n,1/16/2024,,,,,
23S884,A5,CDFA_P2,A,5,LCO,HCO,,n,1/16/2024,,,,,
23S885,A6,CDFA_P2,A,6,LCO,HCO,,n,1/16/2024,,,,,
23S886,A7,CDFA_P2,A,7,LCO,HCO,,n,1/16/2024,,,,,
23S887,A8,CDFA_P2,A,8,LCO,HCO,,n,1/16/2024,,,,,
23S917,A9,CDFA_P2,A,9,LCO,HCO,,n,1/16/2024,,,,,
23S918,A10,CDFA_P2,A,10,LCO,HCO,,n,1/16/2024,,,,,
23S854,A4,CDFA_P2,A,4,LCO,CFMRb,,n,1/16/2024,,,,,
